teamFifaCode,teamName,playerName,firstNames,lastName,shirtName,position,shirtNumber,club,dateOfBirth,heightCm
HAI,Haiti,Louicius Deedson,Louicius,Deedson,Deedson,FWD,11,FC Dallas,2001-02-11,
HAI,Haiti,Alexandre Pierre,Alexandre,Pierre,Pierre,GK,12,Sochaux,2001-02-25,
HAI,Haiti,Duke Lacroix,Duke,Lacroix,Lacroix,DEF,13,Colorado Springs Switchbacks FC,1993-10-14,
HAI,Haiti,Garven Metusala,Garven,Metusala,Metusala,DEF,14,Colorado Springs Switchbacks FC,1999-12-31,
HAI,Haiti,Ruben Providence,Ruben,Providence,Providence,FWD,15,Almere City,2001-07-07,
HAI,Haiti,Lenny Joseph,Lenny,Joseph,Joseph,FWD,16,Ferencváros,2000-10-12,
HAI,Haiti,Danley Jean Jacques,Danley,Jean Jacques,Jacques,MID,17,Philadelphia Union,2000-05-20,
HAI,Haiti,Wilson Isidor,Wilson,Isidor,Isidor,FWD,18,Sunderland,2000-08-27,
HAI,Haiti,Yassin Fortuné,Yassin,Fortune,Fortuné,FWD,19,Vizela,1999-01-30,
HAI,Haiti,Frantzdy Pierrot,Frantzdy,Pierrot,Pierrot,FWD,20,Çaykur Rizespor,1995-03-29,
HAI,Haiti,Josué Casimir,Josue,Casimir,Casimir,FWD,21,Auxerre,2001-09-24,
HAI,Haiti,Jean-Kévin Duverne,Jean-Kevin,Duverne,Duverne,DEF,22,Gent,1997-07-12,
HAI,Haiti,Josué Duverger,Josue,Duverger,Duverger,GK,23,Cosmos Koblenz,2000-04-27,
HAI,Haiti,Wilguens Paugain,Wilguens,Paugain,Paugain,DEF,24,Zulte Waregem,2001-08-24,
HAI,Haiti,Dominique Simon,Dominique,Simon,Simon,MID,25,Tatran Prešov,2000-07-29,
HAI,Haiti,Woodensky Pierre,Woodensky,Pierre,Pierre,MID,26,Violette,2004-12-30,
MAR,Marrocos,Yassine Bounou,Yassine,Bounou,Bounou,GK,1,Al-Hilal,1991-04-05,
MAR,Marrocos,Achraf Hakimi,Achraf,Hakimi,Hakimi,DEF,2,Paris Saint-Germain,1998-11-04,
MAR,Marrocos,Noussair Mazraoui,Noussair,Mazraoui,Mazraoui,DEF,3,Manchester United,1997-11-14,
MAR,Marrocos,Sofyan Amrabat,Sofyan,Amrabat,Amrabat,MID,4,Real Betis,1996-08-21,
MAR,Marrocos,Marwane Saâdane,Marwane,Saadane,Saâdane,DEF,5,Al-Fateh,1992-01-17,
MAR,Marrocos,Ayyoub Bouaddi,Ayyoub,Bouaddi,Bouaddi,MID,6,Lille,2007-10-02,
MAR,Marrocos,Chemsdine Talbi,Chemsdine,Talbi,Talbi,MID,7,Sunderland,2005-05-09,
MAR,Marrocos,Azzedine Ounahi,Azzedine,Ounahi,Ounahi,MID,8,Girona,2000-04-19,
MAR,Marrocos,Soufiane Rahimi,Soufiane,Rahimi,Rahimi,FWD,9,Al Ain,1996-06-02,
MAR,Marrocos,Brahim Díaz,Brahim,Diaz,Díaz,FWD,10,Real Madrid,1999-08-03,
MAR,Marrocos,Ismael Saibari,Ismael,Saibari,Saibari,MID,11,PSV Eindhoven,2001-01-28,
MAR,Marrocos,Munir Mohamedi,Munir,Mohamedi,Mohamedi,GK,12,RS Berkane,1989-05-10,
MAR,Marrocos,Zakaria El Ouahdi,Zakaria,Ouahdi,Ouahdi,DEF,13,Genk,2001-12-31,
MAR,Marrocos,Issa Diop,Issa,Diop,Diop,DEF,14,Fulham,1997-01-09,
MAR,Marrocos,Samir El Mourabet,Samir,Mourabet,Mourabet,MID,15,Strasbourg,2005-10-06,
MAR,Marrocos,Gessime Yassine,Gessime,Yassine,Yassine,MID,16,Strasbourg,2005-11-22,
MAR,Marrocos,Amine Sbaï,Amine,Sbai,Sbaï,FWD,17,Angers,2000-11-05,
MAR,Marrocos,Chadi Riad,Chadi,Riad,Riad,DEF,18,Crystal Palace,2003-06-17,
MAR,Marrocos,Youssef Belammari,Youssef,Belammari,Belammari,DEF,19,Al Ahly,1998-09-20,
MAR,Marrocos,Ayoub El Kaabi,Ayoub,Kaabi,Kaabi,FWD,20,Olympiacos,1993-06-25,
MAR,Marrocos,Ayoube Amaimouni,Ayoube,Amaimouni,Amaimouni,FWD,21,Eintracht Frankfurt,2004-11-30,
MAR,Marrocos,Ahmed Reda Tagnaouti,Ahmed Reda,Tagnaouti,Tagnaouti,GK,22,AS FAR,1996-04-05,
MAR,Marrocos,Bilal El Khannouss,Bilal,Khannouss,Khannouss,MID,23,VfB Stuttgart,2004-05-10,
MAR,Marrocos,Neil El Aynaoui,Neil,Aynaoui,Aynaoui,MID,24,Roma,2001-07-02,
MAR,Marrocos,Redouane Halhal,Redouane,Halhal,Halhal,DEF,25,Mechelen,2003-03-05,
MAR,Marrocos,Anass Salah-Eddine,Anass,Salah-Eddine,Salah-Eddine,DEF,26,PSV Eindhoven,2002-01-18,
SCO,Escócia,Angus Gunn,Angus,Gunn,Gunn,GK,1,Nottingham Forest,1996-01-22,
SCO,Escócia,Aaron Hickey,Aaron,Hickey,Hickey,DEF,2,Brentford,2002-06-10,
SCO,Escócia,Andy Robertson,Andy,Robertson,Robertson,DEF,3,Liverpool,1994-03-11,
SCO,Escócia,Scott McTominay,Scott,Mctominay,McTominay,MID,4,Napoli,1996-12-08,
SCO,Escócia,Grant Hanley,Grant,Hanley,Hanley,DEF,5,Hibernian,1991-11-20,
SCO,Escócia,Kieran Tierney,Kieran,Tierney,Tierney,DEF,6,Celtic,1997-06-05,
SCO,Escócia,John McGinn,John,Mcginn,McGinn,MID,7,Aston Villa,1994-10-18,
SCO,Escócia,Tyler Fletcher,Tyler,Fletcher,Fletcher,MID,8,Manchester United,2007-03-19,
SCO,Escócia,Lyndon Dykes,Lyndon,Dykes,Dykes,FWD,9,Charlton Athletic,1995-10-07,
SCO,Escócia,Ché Adams,Che,Adams,Adams,FWD,10,Torino,1996-07-13,
SCO,Escócia,Ryan Christie,Ryan,Christie,Christie,MID,11,Bournemouth,1995-02-22,
SCO,Escócia,Liam Kelly,Liam,Kelly,Kelly,GK,12,Rangers,1996-01-23,
SCO,Escócia,Jack Hendry,Jack,Hendry,Hendry,DEF,13,Al-Ettifaq,1995-05-07,
SCO,Escócia,Ross Stewart,Ross,Stewart,Stewart,FWD,14,Southampton,1996-07-11,
SCO,Escócia,John Souttar,John,Souttar,Souttar,DEF,15,Rangers,1996-09-25,
SCO,Escócia,Dominic Hyam,Dominic,Hyam,Hyam,DEF,16,Wrexham,1995-12-20,
SCO,Escócia,Ben Gannon-Doak,Ben,Gannon-Doak,Gannon-Doak,FWD,17,Bournemouth,2005-11-11,
SCO,Escócia,George Hirst,George,Hirst,Hirst,FWD,18,Ipswich Town,1999-02-15,
SCO,Escócia,Lewis Ferguson,Lewis,Ferguson,Ferguson,MID,19,Bologna,1999-08-24,
SCO,Escócia,Lawrence Shankland,Lawrence,Shankland,Shankland,FWD,20,Heart of Midlothian,1995-08-10,
SCO,Escócia,Craig Gordon,Craig,Gordon,Gordon,GK,21,Heart of Midlothian,1982-12-31,
SCO,Escócia,Nathan Patterson,Nathan,Patterson,Patterson,DEF,22,Everton,2001-10-16,
SCO,Escócia,Kenny McLean,Kenny,Mclean,McLean,MID,23,Norwich City,1992-01-08,
SCO,Escócia,Anthony Ralston,Anthony,Ralston,Ralston,DEF,24,Celtic,1998-11-16,
SCO,Escócia,Findlay Curtis,Findlay,Curtis,Curtis,FWD,25,Kilmarnock,2006-06-09,
SCO,Escócia,Scott McKenna,Scott,Mckenna,McKenna,DEF,26,Dinamo Zagreb,1996-11-12,
AUS,Austrália,Mathew Ryan,Mathew,Ryan,Ryan,GK,1,Levante,1992-04-08,
AUS,Austrália,Miloš Degenek,Milos,Degenek,Degenek,DEF,2,APOEL,1994-04-28,
AUS,Austrália,Alessandro Circati,Alessandro,Circati,Circati,DEF,3,Parma,2003-10-10,
AUS,Austrália,Jacob Italiano,Jacob,Italiano,Italiano,DEF,4,Grazer AK,2001-07-30,
AUS,Austrália,Jordan Bos,Jordan,Bos,Bos,DEF,5,Feyenoord,2002-10-29,
AUS,Austrália,Jason Geria,Jason,Geria,Geria,DEF,6,Albirex Niigata,1993-05-10,
AUS,Austrália,Mathew Leckie,Mathew,Leckie,Leckie,FWD,7,Melbourne City,1991-02-04,
AUS,Austrália,Connor Metcalfe,Connor,Metcalfe,Metcalfe,MID,8,FC St. Pauli,1999-11-05,
AUS,Austrália,Mohamed Touré,Mohamed,Toure,Touré,FWD,9,Norwich City,2004-03-26,
AUS,Austrália,Ajdin Hrustic,Ajdin,Hrustic,Hrustic,FWD,10,Heracles Almelo,1996-07-05,
AUS,Austrália,Awer Mabil,Awer,Mabil,Mabil,FWD,11,Castellón,1995-09-15,
AUS,Austrália,Paul Izzo,Paul,Izzo,Izzo,GK,12,Randers,1995-01-06,
AUS,Austrália,Aiden O'Neill,Aiden,Oneill,O'Neill,MID,13,New York City FC,1998-07-04,
AUS,Austrália,Cammy Devlin,Cammy,Devlin,Devlin,MID,14,Heart of Midlothian,1998-06-07,
AUS,Austrália,Kai Trewin,Kai,Trewin,Trewin,DEF,15,New York City FC,2001-05-18,
AUS,Austrália,Aziz Behich,Aziz,Behich,Behich,DEF,16,Melbourne City,1990-12-16,
AUS,Austrália,Nestory Irankunda,Nestory,Irankunda,Irankunda,FWD,17,Watford,2006-02-09,
AUS,Austrália,Patrick Beach,Patrick,Beach,Beach,GK,18,Melbourne City,2003-08-06,
AUS,Austrália,Harry Souttar,Harry,Souttar,Souttar,DEF,19,Leicester City,1998-10-22,
AUS,Austrália,Cristian Volpato,Cristian,Volpato,Volpato,FWD,20,Sassuolo,2003-11-15,
AUS,Austrália,Cameron Burgess,Cameron,Burgess,Burgess,DEF,21,Swansea City,1995-10-21,
AUS,Austrália,Jackson Irvine,Jackson,Irvine,Irvine,MID,22,FC St. Pauli,1993-03-07,
AUS,Austrália,Nishan Velupillay,Nishan,Velupillay,Velupillay,FWD,23,Melbourne Victory,2001-05-07,
AUS,Austrália,Paul Okon-Engstler,Paul,Okon-Engstler,Okon-Engstler,MID,24,Sydney FC,2005-01-24,
AUS,Austrália,Lucas Herrington,Lucas,Herrington,Herrington,DEF,25,Colorado Rapids,2007-09-05,
AUS,Austrália,Tete Yengi,Tete,Yengi,Yengi,FWD,26,Machida Zelvia,2000-11-28,
PAR,Paraguai,Gatito Fernández,Gatito,Fernandez,Fernández,GK,1,Cerro Porteño,1988-03-29,
PAR,Paraguai,Gustavo Velázquez,Gustavo,Velazquez,Velázquez,DEF,2,Cerro Porteño,1991-04-17,
PAR,Paraguai,Omar Alderete,Omar,Alderete,Alderete,DEF,3,Sunderland,1996-12-26,
PAR,Paraguai,Juan José Cáceres,Juan Jose,Caceres,Cáceres,DEF,4,Dynamo Moscow,2000-06-01,
PAR,Paraguai,Fabián Balbuena,Fabian,Balbuena,Balbuena,DEF,5,Grêmio,1991-08-23,
PAR,Paraguai,Júnior Alonso,Junior,Alonso,Alonso,DEF,6,Atlético Mineiro,1993-02-09,
PAR,Paraguai,Ramón Sosa,Ramon,Sosa,Sosa,MID,7,Palmeiras,1999-08-31,
PAR,Paraguai,Diego Gómez,Diego,Gomez,Gómez,MID,8,Brighton & Hove Albion,2003-03-27,
PAR,Paraguai,Antonio Sanabria,Antonio,Sanabria,Sanabria,FWD,9,Cremonese,1996-03-04,
PAR,Paraguai,Miguel Almirón,Miguel,Almiron,Almirón,MID,10,Atlanta United FC,1994-02-10,
PAR,Paraguai,Maurício,,Maurício,Maurício,MID,11,Palmeiras,2001-06-22,
PAR,Paraguai,Orlando Gill,Orlando,Gill,Gill,GK,12,San Lorenzo,2000-06-11,
PAR,Paraguai,José Canale,Jose,Canale,Canale,DEF,13,Lanús,1996-07-20,
PAR,Paraguai,Andrés Cubas,Andres,Cubas,Cubas,MID,14,Vancouver Whitecaps FC,1996-05-11,
PAR,Paraguai,Gustavo Gómez,Gustavo,Gomez,Gómez,DEF,15,Palmeiras,1993-05-06,
PAR,Paraguai,Damián Bobadilla,Damian,Bobadilla,Bobadilla,MID,16,São Paulo,2001-07-11,
PAR,Paraguai,Kaku,,Kaku,Kaku,FWD,17,Al Ain,1995-01-11,
PAR,Paraguai,Álex Arce,Alex,Arce,Arce,FWD,18,Independiente Rivadavia,1995-06-16,
PAR,Paraguai,Julio Enciso,Julio,Enciso,Enciso,FWD,19,Strasbourg,2004-01-23,
PAR,Paraguai,Braian Ojeda,Braian,Ojeda,Ojeda,MID,20,Orlando City SC,2000-06-27,
PAR,Paraguai,Gabriel Ávalos,Gabriel,Avalos,Ávalos,FWD,21,Independiente,1991-07-09,
PAR,Paraguai,Gastón Olveira,Gaston,Olveira,Olveira,GK,22,Olimpia,1993-04-21,
PAR,Paraguai,Matías Galarza,Matias,Galarza,Galarza,MID,23,Atlanta United FC,2002-02-11,
PAR,Paraguai,Gustavo Caballero,Gustavo,Caballero,Caballero,MID,24,Portsmouth,2001-09-21,
PAR,Paraguai,Isidro Pitta,Isidro,Pitta,Pitta,FWD,25,Red Bull Bragantino,1999-08-14,
PAR,Paraguai,Alexandro Maidana,Alexandro,Maidana,Maidana,DEF,26,Talleres,2005-07-26,
TUR,Turquia,Mert Günok,Mert,Gunok,Günok,GK,1,Fenerbahçe,1989-03-01,
TUR,Turquia,Zeki Çelik,Zeki,Celik,Çelik,DEF,2,Roma,1997-02-17,
TUR,Turquia,Merih Demiral,Merih,Demiral,Demiral,DEF,3,Al-Ahli,1998-03-05,
TUR,Turquia,Çağlar Söyüncü,Caglar,Soyuncu,Söyüncü,DEF,4,Fenerbahçe,1996-05-23,
TUR,Turquia,Salih Özcan,Salih,Ozcan,Özcan,MID,5,Borussia Dortmund,1998-01-11,
TUR,Turquia,Orkun Kökçü,Orkun,Kokcu,Kökçü,MID,6,Beşiktaş,2000-12-29,
TUR,Turquia,Kerem Aktürkoğlu,Kerem,Akturkoglu,Aktürkoğlu,FWD,7,Fenerbahçe,1998-10-21,
TUR,Turquia,Arda Güler,Arda,Guler,Güler,FWD,8,Real Madrid,2005-02-25,
TUR,Turquia,Deniz Gül,Deniz,Gul,Gül,FWD,9,Porto,2004-07-02,
TUR,Turquia,Hakan Çalhanoğlu,Hakan,Calhanoglu,Çalhanoğlu,MID,10,Inter Milan,1994-02-08,
TUR,Turquia,Kenan Yıldız,Kenan,Yildiz,Yıldız,FWD,11,Juventus,2005-05-04,
TUR,Turquia,Altay Bayındır,Altay,Bayindir,Bayındır,GK,12,Manchester United,1998-04-14,
TUR,Turquia,Eren Elmalı,Eren,Elmali,Elmalı,DEF,13,Galatasaray,2000-07-07,
TUR,Turquia,Abdülkerim Bardakcı,Abdulkerim,Bardakci,Bardakcı,DEF,14,Galatasaray,1994-09-07,
TUR,Turquia,Ozan Kabak,Ozan,Kabak,Kabak,DEF,15,TSG Hoffenheim,2000-03-25,
TUR,Turquia,İsmail Yüksek,Ismail,Yuksek,Yüksek,MID,16,Fenerbahçe,1999-01-26,
TUR,Turquia,İrfan Can Kahveci,Irfan Can,Kahveci,Kahveci,FWD,17,Kasımpaşa,1995-07-15,
TUR,Turquia,Mert Müldür,Mert,Muldur,Müldür,DEF,18,Fenerbahçe,1999-04-03,
TUR,Turquia,Yunus Akgün,Yunus,Akgun,Akgün,FWD,19,Galatasaray,2000-07-07,
TUR,Turquia,Ferdi Kadıoğlu,Ferdi,Kadioglu,Kadıoğlu,DEF,20,Brighton & Hove Albion,1999-10-07,
TUR,Turquia,Barış Alper Yılmaz,Baris Alper,Yilmaz,Yılmaz,FWD,21,Galatasaray,2000-05-23,
TUR,Turquia,Kaan Ayhan,Kaan,Ayhan,Ayhan,MID,22,Galatasaray,1994-11-10,
TUR,Turquia,Uğurcan Çakır,Ugurcan,Cakir,Çakır,GK,23,Galatasaray,1996-04-05,
TUR,Turquia,Oğuz Aydın,Oguz,Aydin,Aydın,FWD,24,Fenerbahçe,2000-10-27,
TUR,Turquia,Samet Akaydin,Samet,Akaydin,Akaydin,DEF,25,Çaykur Rizespor,1994-03-13,
TUR,Turquia,Can Uzun,Can,Uzun,Uzun,FWD,26,Eintracht Frankfurt,2005-11-11,
USA,Estados Unidos,Matt Turner,Matt,Turner,Turner,GK,1,New England Revolution,1994-06-24,
USA,Estados Unidos,Sergiño Dest,Sergino,Dest,Dest,DEF,2,PSV Eindhoven,2000-11-03,
USA,Estados Unidos,Chris Richards,Chris,Richards,Richards,DEF,3,Crystal Palace,2000-03-28,
USA,Estados Unidos,Tyler Adams,Tyler,Adams,Adams,MID,4,Bournemouth,1999-02-14,
USA,Estados Unidos,Antonee Robinson,Antonee,Robinson,Robinson,DEF,5,Fulham,1997-08-08,
USA,Estados Unidos,Auston Trusty,Auston,Trusty,Trusty,DEF,6,Celtic,1998-08-12,
USA,Estados Unidos,Giovanni Reyna,Giovanni,Reyna,Reyna,MID,7,Borussia Mönchengladbach,2002-11-13,
USA,Estados Unidos,Weston McKennie,Weston,Mckennie,McKennie,MID,8,Juventus,1998-08-28,
USA,Estados Unidos,Ricardo Pepi,Ricardo,Pepi,Pepi,FWD,9,PSV Eindhoven,2003-01-09,
USA,Estados Unidos,Christian Pulisic,Christian,Pulisic,Pulisic,FWD,10,Milan,1998-09-18,
USA,Estados Unidos,Brenden Aaronson,Brenden,Aaronson,Aaronson,FWD,11,Leeds United,2000-10-22,
USA,Estados Unidos,Miles Robinson,Miles,Robinson,Robinson,DEF,12,FC Cincinnati,1997-03-14,
USA,Estados Unidos,Tim Ream,Tim,Ream,Ream,DEF,13,Charlotte FC,1987-10-05,
USA,Estados Unidos,Sebastian Berhalter,Sebastian,Berhalter,Berhalter,MID,14,Vancouver Whitecaps FC,2001-05-10,
USA,Estados Unidos,Cristian Roldan,Cristian,Roldan,Roldan,MID,15,Seattle Sounders FC,1995-06-03,
USA,Estados Unidos,Alex Freeman,Alex,Freeman,Freeman,DEF,16,Villarreal,2004-08-09,
USA,Estados Unidos,Malik Tillman,Malik,Tillman,Tillman,MID,17,Bayer Leverkusen,2002-05-28,
USA,Estados Unidos,Max Arfsten,Max,Arfsten,Arfsten,DEF,18,Columbus Crew,2001-04-19,
USA,Estados Unidos,Haji Wright,Haji,Wright,Wright,FWD,19,Coventry City,1998-03-27,
USA,Estados Unidos,Folarin Balogun,Folarin,Balogun,Balogun,FWD,20,Monaco,2001-07-03,
USA,Estados Unidos,Timothy Weah,Timothy,Weah,Weah,FWD,21,Marseille,2000-02-22,
USA,Estados Unidos,Mark McKenzie,Mark,Mckenzie,McKenzie,DEF,22,Toulouse,1999-02-25,
USA,Estados Unidos,Joe Scally,Joe,Scally,Scally,DEF,23,Borussia Mönchengladbach,2002-12-31,
USA,Estados Unidos,Matt Freese,Matt,Freese,Freese,GK,24,New York City FC,1998-09-02,
USA,Estados Unidos,Chris Brady,Chris,Brady,Brady,GK,25,Chicago Fire FC,2004-03-03,
USA,Estados Unidos,Alejandro Zendejas,Alejandro,Zendejas,Zendejas,FWD,26,América,1998-02-07,
CUW,Curaçao,Eloy Room,Eloy,Room,Room,GK,1,Miami FC,1989-02-06,
CUW,Curaçao,Shurandy Sambo,Shurandy,Sambo,Sambo,DEF,2,Sparta Rotterdam,2001-08-19,
CUW,Curaçao,Juriën Gaari,Jurien,Gaari,Gaari,DEF,3,Abha,1993-12-23,
CUW,Curaçao,Roshon van Eijma,Roshon van,Eijma,Eijma,DEF,4,RKC Waalwijk,1998-06-09,
CUW,Curaçao,Sherel Floranus,Sherel,Floranus,Floranus,DEF,5,PEC Zwolle,1998-08-23,
CUW,Curaçao,Godfried Roemeratoe,Godfried,Roemeratoe,Roemeratoe,MID,6,RKC Waalwijk,1999-08-19,
CUW,Curaçao,Juninho Bacuna,Juninho,Bacuna,Bacuna,MID,7,Volendam,1997-08-07,
CUW,Curaçao,Livano Comenencia,Livano,Comenencia,Comenencia,MID,8,Zürich,2004-02-03,
CUW,Curaçao,Jürgen Locadia,Jurgen,Locadia,Locadia,FWD,9,Miami FC,1993-11-07,
CUW,Curaçao,Leandro Bacuna,Leandro,Bacuna,Bacuna,MID,10,Iğdır,1991-08-21,
CUW,Curaçao,Jeremy Antonisse,Jeremy,Antonisse,Antonisse,FWD,11,Kifisia,2002-03-29,
CUW,Curaçao,Sontje Hansen,Sontje,Hansen,Hansen,FWD,12,Middlesbrough,2002-05-18,
CUW,Curaçao,Tyrese Noslin,Tyrese,Noslin,Noslin,FWD,13,Telstar,2002-09-11,
CUW,Curaçao,Kenji Gorré,Kenji,Gorre,Gorré,FWD,14,Maccabi Haifa,1994-09-29,
CUW,Curaçao,Ar'jany Martha,Arjany,Martha,Martha,MID,15,Rotherham United,2003-09-04,
CUW,Curaçao,Jearl Margaritha,Jearl,Margaritha,Margaritha,FWD,16,Beveren,2000-04-10,
CUW,Curaçao,Brandley Kuwas,Brandley,Kuwas,Kuwas,FWD,17,Volendam,1992-09-19,
CUW,Curaçao,Armando Obispo,Armando,Obispo,Obispo,DEF,18,PSV Eindhoven,1999-03-05,
CUW,Curaçao,Gervane Kastaneer,Gervane,Kastaneer,Kastaneer,FWD,19,Terengganu,1996-06-09,
CUW,Curaçao,Joshua Brenet,Joshua,Brenet,Brenet,DEF,20,Kayserispor,1994-03-20,
CUW,Curaçao,Tahith Chong,Tahith,Chong,Chong,MID,21,Sheffield United,1999-12-04,
CUW,Curaçao,Kevin Felida,Kevin,Felida,Felida,MID,22,Den Bosch,1999-11-11,
CUW,Curaçao,Riechedly Bazoer,Riechedly,Bazoer,Bazoer,DEF,23,Konyaspor,1996-10-12,
CUW,Curaçao,Deveron Fonville,Deveron,Fonville,Fonville,DEF,24,NEC,2003-05-16,
CUW,Curaçao,Tyrick Bodak,Tyrick,Bodak,Bodak,GK,25,Telstar,2002-05-15,
CUW,Curaçao,Trevor Doornbusch,Trevor,Doornbusch,Doornbusch,GK,26,VVV-Venlo,1999-07-06,
ECU,Equador,Hernán Galíndez,Hernan,Galindez,Galíndez,GK,1,Huracán,1987-03-30,
ECU,Equador,Félix Torres,Felix,Torres,Torres,DEF,2,Internacional,1997-01-11,
ECU,Equador,Piero Hincapié,Piero,Hincapie,Hincapié,DEF,3,Arsenal,2002-01-09,
ECU,Equador,Joel Ordóñez,Joel,Ordonez,Ordóñez,DEF,4,Club Brugge,2004-04-21,
ECU,Equador,Jordy Alcívar,Jordy,Alcivar,Alcívar,MID,5,Independiente del Valle,1999-08-05,
ECU,Equador,Willian Pacho,Willian,Pacho,Pacho,DEF,6,Paris Saint-Germain,2001-10-16,
ECU,Equador,Pervis Estupiñán,Pervis,Estupinan,Estupiñán,DEF,7,Milan,1998-01-21,
ECU,Equador,Anthony Valencia,Anthony,Valencia,Valencia,MID,8,Antwerp,2003-07-21,
ECU,Equador,John Yeboah,John,Yeboah,Yeboah,FWD,9,Venezia,2000-06-23,
ECU,Equador,Kendry Páez,Kendry,Paez,Páez,MID,10,River Plate,2007-05-04,
ECU,Equador,Kevin Rodríguez,Kevin,Rodriguez,Rodríguez,FWD,11,Union Saint-Gilloise,2000-03-04,
ECU,Equador,Moisés Ramírez,Moises,Ramirez,Ramírez,GK,12,Kifisia,2000-09-09,
ECU,Equador,Enner Valencia,Enner,Valencia,Valencia,FWD,13,Pachuca,1989-11-04,
ECU,Equador,Alan Minda,Alan,Minda,Minda,MID,14,Atlético Mineiro,2003-05-14,
ECU,Equador,Pedro Vite,Pedro,Vite,Vite,MID,15,Pumas UNAM,2002-03-09,
ECU,Equador,Jordy Caicedo,Jordy,Caicedo,Caicedo,FWD,16,Huracán,1997-11-18,
ECU,Equador,Ángelo Preciado,Angelo,Preciado,Preciado,DEF,17,Atlético Mineiro,1998-02-18,
ECU,Equador,Denil Castillo,Denil,Castillo,Castillo,MID,18,Midtjylland,2004-03-24,
ECU,Equador,Gonzalo Plata,Gonzalo,Plata,Plata,FWD,19,Flamengo,2000-11-01,
ECU,Equador,Nilson Angulo,Nilson,Angulo,Angulo,FWD,20,Sunderland,2003-06-19,
ECU,Equador,Alan Franco,Alan,Franco,Franco,MID,21,Atlético Mineiro,1998-08-21,
ECU,Equador,Gonzalo Valle,Gonzalo,Valle,Valle,GK,22,LDU Quito,1996-02-28,
ECU,Equador,Moisés Caicedo,Moises,Caicedo,Caicedo,MID,23,Chelsea,2001-11-02,
ECU,Equador,Jeremy Arévalo,Jeremy,Arevalo,Arévalo,FWD,24,VfB Stuttgart,2005-03-19,
ECU,Equador,Jackson Porozo,Jackson,Porozo,Porozo,DEF,25,Tijuana,2000-08-04,
ECU,Equador,Yaimar Medina,Yaimar,Medina,Medina,DEF,26,Genk,2004-11-05,
GER,Alemanha,Manuel Neuer,Manuel,Neuer,Neuer,GK,1,Bayern Munich,1986-03-27,
GER,Alemanha,Antonio Rüdiger,Antonio,Rudiger,Rüdiger,DEF,2,Real Madrid,1993-03-03,
GER,Alemanha,Waldemar Anton,Waldemar,Anton,Anton,DEF,3,Borussia Dortmund,1996-07-20,
GER,Alemanha,Jonathan Tah,Jonathan,Tah,Tah,DEF,4,Bayern Munich,1996-02-11,
GER,Alemanha,Aleksandar Pavlović,Aleksandar,Pavlovic,Pavlović,MID,5,Bayern Munich,2004-05-03,
GER,Alemanha,Joshua Kimmich,Joshua,Kimmich,Kimmich,DEF,6,Bayern Munich,1995-02-08,
GER,Alemanha,Kai Havertz,Kai,Havertz,Havertz,FWD,7,Arsenal,1999-06-11,
GER,Alemanha,Leon Goretzka,Leon,Goretzka,Goretzka,MID,8,Bayern Munich,1995-02-06,
GER,Alemanha,Jamie Leweling,Jamie,Leweling,Leweling,MID,9,VfB Stuttgart,2001-02-26,
GER,Alemanha,Jamal Musiala,Jamal,Musiala,Musiala,MID,10,Bayern Munich,2003-02-26,
GER,Alemanha,Nick Woltemade,Nick,Woltemade,Woltemade,FWD,11,Newcastle United,2002-02-14,
GER,Alemanha,Oliver Baumann,Oliver,Baumann,Baumann,GK,12,TSG Hoffenheim,1990-06-02,
GER,Alemanha,Pascal Groß,Pascal,Gross,Groß,MID,13,Brighton & Hove Albion,1991-06-15,
GER,Alemanha,Maximilian Beier,Maximilian,Beier,Beier,FWD,14,Borussia Dortmund,2002-10-17,
GER,Alemanha,Nico Schlotterbeck,Nico,Schlotterbeck,Schlotterbeck,DEF,15,Borussia Dortmund,1999-12-01,
GER,Alemanha,Angelo Stiller,Angelo,Stiller,Stiller,MID,16,VfB Stuttgart,2001-04-04,
GER,Alemanha,Florian Wirtz,Florian,Wirtz,Wirtz,MID,17,Liverpool,2003-05-03,
GER,Alemanha,Nathaniel Brown,Nathaniel,Brown,Brown,DEF,18,Eintracht Frankfurt,2003-06-16,
GER,Alemanha,Leroy Sané,Leroy,Sane,Sané,MID,19,Galatasaray,1996-01-11,
GER,Alemanha,Nadiem Amiri,Nadiem,Amiri,Amiri,MID,20,Mainz 05,1996-10-27,
GER,Alemanha,Alexander Nübel,Alexander,Nubel,Nübel,GK,21,VfB Stuttgart,1996-09-30,
GER,Alemanha,David Raum,David,Raum,Raum,DEF,22,RB Leipzig,1998-04-22,
GER,Alemanha,Felix Nmecha,Felix,Nmecha,Nmecha,MID,23,Borussia Dortmund,2000-10-10,
GER,Alemanha,Malick Thiaw,Malick,Thiaw,Thiaw,DEF,24,Newcastle United,2001-08-08,
GER,Alemanha,Assan Ouédraogo,Assan,Ouedraogo,Ouédraogo,MID,25,RB Leipzig,2006-05-09,
GER,Alemanha,Deniz Undav,Deniz,Undav,Undav,FWD,26,VfB Stuttgart,1996-07-19,
CIV,Costa do Marfim,Yahia Fofana,Yahia,Fofana,Fofana,GK,1,Çaykur Rizespor,2000-08-21,
CIV,Costa do Marfim,Ousmane Diomande,Ousmane,Diomande,Diomande,DEF,2,Sporting CP,2003-12-04,
